hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time,slowdown,category
ampere01,L40,fused-cache,4194304,256,128,16,1,4,8,2,1,0.011877441800000001,1.0639538706397027,other
ampere01,L40,fused-cache,4194304,256,256,4,1,4,8,2,1,0.0043955083,1.000143599006589,other
ampere01,L40,fused-cache,4194304,256,256,8,1,4,8,2,1,0.0071759723,1.0000535565865822,other
ampere01,L40,fused-cache,4194304,256,256,16,1,4,8,2,1,0.0118060688,1.000045122897892,other
ampere01,L40,fused-cache,131072,8192,8,4,2,4,4,4,1,0.0017440763,1.24650538135857,q >= 1024
ampere01,L40,fused-cache,131072,8192,8,8,2,4,4,4,1,0.002424343,1.313487275306395,q >= 1024
ampere01,L40,fused-cache,131072,8192,8,16,2,4,4,4,1,0.0038724147,1.4056659914481353,q >= 1024
ampere01,L40,fused-cache,131072,8192,16,4,2,4,4,4,1,0.0016626496000000002,1.2688151020054634,q >= 1024
ampere01,L40,fused-cache,131072,8192,16,8,2,4,4,4,1,0.0023651009,1.3629516111734674,q >= 1024
ampere01,L40,fused-cache,131072,8192,16,16,2,4,4,4,1,0.0037601572,1.416450434707793,q >= 1024
ampere01,L40,fused-cache,131072,8192,32,4,2,4,4,4,1,0.0016096743999999999,1.2275192894870837,q >= 1024
